,COORDS
31627,4480.17
31628,4476.58
31629,4475.35
31630,4474.1
31631,4472.72
31632,4471.99
31633,4469.92
31634,4469.26
31635,4467.03
31636,4466.31
31637,4465.6
31638,4464.89
31639,4462.41
31640,4461.73
31641,4460.59
31642,4456.01
31643,4455.32
31644,4454.79
31645,4454.21
31646,4452.02
31647,4451.48
31648,4450.62
31649,4448.8
31650,4445.07
31651,4444.27
31652,4443.62
31653,4442.96
31654,4442.32
31655,4440.31
31656,4439.7
31657,4439.06
31658,4438.6
31659,4437.47
31660,4436.96
31661,4435.27
31662,4434.71
31663,4434.19
31664,4433.64
31665,4433.04
31666,4431.82
31667,4431.22
31668,4429.58
31669,4427.76
31670,4427.25
31671,4426.72
31672,4426.36
31673,4425.09
31674,4424.68
31675,4422.98
31676,4421.78
31677,4421.42
31678,4420.12
31679,4419.55
31680,4419.15
31681,4418.73
31682,4418.11
31683,4417.72
31684,4417.05
31685,4416.17
31686,4415.53
31687,4412.81
31688,4411.16
31689,4411.06
31690,4410.52
31691,4412.46
31692,4414.23
31693,4414.28
31694,4414.03
31695,4413.95
31696,4413.9
31697,4413.91
31698,4414.56
31699,4415.08
31700,4415.18
31701,4415.41
31702,4565.93
31703,4550.43
31704,4540.32
31705,4535.76
31706,4535.26
31707,4523.72
31708,4520.76
31709,4519.19
31710,4515.17
31711,4512.42
31712,4511.36
31713,4508.87
31714,4548.65
31715,4545.25
31716,4542.03
31717,4537.96
31718,4527.99
31719,4523.43
31720,4512.65
31721,4512.15
31722,4500.55
31723,4490.83
31724,4489.05
31725,4487.94
31726,4485.24
31727,4483.69
31728,4481.74
31729,4480.01
31730,4478.32
31731,4476.85
31732,4475.72
31733,4475.13
31734,4474.52
31735,4471.84
31736,4469.94
31737,4467.46
31738,4466.07
31739,4463.73
31740,4462.92
31741,4462.39
31742,4460.04
31743,4459.18
31744,4458.67
31745,4457.64
31746,4456.97
31747,4455.9
31748,4455.62
31749,4455.24
31750,4454.27
31751,4453.77
31752,4453.41
31753,4451.7
31754,4450.77
31755,4446.81
31756,4445.67
31757,4445.29
31758,4444.4
31759,4443.28
31760,4442.71
31761,4442.02
31762,4441.34
31763,4440.73
31764,4440.17
31765,4438.64
31766,4437.63
31767,4549.32
31768,4544.41
31769,4536.46
31770,4536.1
31771,4535.06
31772,4532.8
31773,4527.91
31774,4522.91
31775,4518.4
31776,4516.41
31777,4500.46
31778,4492.98
31779,4486.83
31780,4484.77
31781,4484.12
31782,4482.88
31783,4481.89
31784,4481.25
31785,4480.68
31786,4480.09
31787,4477.12
31788,4473.26
31789,4472.57
31790,4471.85
31791,4471.18
31792,4470.54
31793,4467.19
31794,4466.49
31795,4465.06
31796,4464.41
31797,4463.6
31798,4461.55
31799,4460.98
31800,4460.44
31801,4459.49
31802,4459.06
31803,4458.55
31804,4458.12
31805,4457.57
31806,4456.88
31807,4454.88
31808,4453.71
31809,4451.98
31810,4451.42
31811,4450.13
31812,4449.4
31813,4448.52
31814,4447.62
31815,4446.37
31816,4446.0
31817,4445.12
31818,4443.59
31819,4442.88
31820,4442.23
31821,4439.65
31822,4439.0
31823,4437.98
31824,4436.01
31825,4434.57
31826,4434.07
31827,4432.83
31828,4432.3
31829,4431.34
31830,4430.82
31831,4429.42
31832,4429.04
31833,4427.86
31834,4426.23
31835,4425.1
31836,4424.05
31837,4422.84
31838,4422.05
31839,4421.38
31840,4419.05
31841,4418.58
31842,4417.25
31843,4415.61
31844,4414.64
31845,4413.8
31846,4413.45
31847,4412.68
31848,4412.24
31849,4411.92
31850,4411.72
31851,4410.55
31852,4409.55
31853,4561.58
31854,4537.27
31855,4535.2
31856,4532.34
31857,4526.66
31858,4525.5
31859,4523.24
31860,4522.82
31861,4520.46
31862,4731.7
31863,4732.21
31864,4745.66
31865,4752.21
31866,4565.95
31867,4563.25
31868,4563.73
31869,4722.64
31870,4731.25
31871,4735.8
31872,4738.99
31873,4745.98
31874,4752.22
31875,4754.96
31876,4731.33
31877,4731.83
31878,4734.83
31879,4736.76
31880,4737.25
31881,4737.69
31882,4740.56
31883,4740.82
31884,4740.9
31885,4740.99
31886,4740.89
31887,4740.79
31888,4741.04
31889,4741.57
31890,4741.66
31891,4547.87
31892,4546.51
31893,4736.45
31894,4738.31
31895,4739.37
31896,4742.52
31897,4755.59
31898,4756.82
31899,4758.35
31900,4758.7
31901,4557.96
31902,4556.53
31903,4549.45
31904,4548.44
31905,4538.18
31906,4537.24
31907,4531.47
31908,4531.13
31909,4526.17
31910,4522.4
31911,4517.19
31912,4516.66
31913,4515.66
31914,4514.14
31915,4513.65
31916,4512.63
31917,4512.12
31918,4498.27
31919,4490.65
31920,4489.08
31921,4488.55
31922,4488.06
31923,4487.54
31924,4485.97
31925,4482.06
31926,4479.44
31927,4477.55
31928,4476.52
31929,4475.95
31930,4474.33
31931,4473.19
31932,4472.62
31933,4471.49
31934,4471.0
31935,4470.47
31936,4469.96
31937,4469.47
31938,4468.92
31939,4468.38
31940,4466.11
31941,4464.9
31942,4463.69
31943,4463.34
31944,4462.12
31945,4461.11
31946,4460.68
31947,4458.34
31948,4457.46
31949,4456.51
31950,4455.01
31951,4454.55
31952,4454.06
31953,4453.6
31954,4451.92
31955,4451.47
31956,4448.87
31957,4448.23
31958,4446.96
31959,4446.29
31960,4445.96
31961,4445.55
31962,4445.24
31963,4444.83
31964,4444.45
31965,4444.17
31966,4442.12
31967,4441.53
31968,4437.51
31969,4436.66
31970,4435.91
31971,4435.55
31972,4435.1
31973,4433.63
31974,4430.96
31975,4430.07
31976,4429.65
31977,4426.11
31978,4425.7
31979,4425.38
31980,4424.97
31981,4423.13
31982,4422.77
31983,4419.94
31984,4419.63
31985,4418.12
31986,4416.82
31987,4415.84
31988,4415.34
31989,4414.86
31990,4414.38
31991,4413.17
31992,4411.88
31993,4411.12
31994,4409.34
31995,4409.64
31996,4411.34
31997,4411.43
31998,4411.54
31999,4411.04
32000,4411.21
32001,4412.09
32002,4412.16
32003,4412.23
32004,4412.57
32005,4412.29
32006,4412.35
32007,4412.5
32008,4412.9
32009,4412.77
32010,4412.76
32011,4413.07
32012,4413.24
32013,4413.4
32014,4411.48
32015,4411.14
32016,4411.69
32017,4411.79
32018,4412.72
32019,4413.08
32020,4414.25
32021,4415.55
32022,4418.19
32023,4421.11
32024,4423.4
32025,4423.87
32026,4425.88
32027,4426.99
32028,4428.17
32029,4428.66
32030,4429.45
32031,4429.88
32032,4430.32
32033,4431.27
32034,4434.33
32035,4434.79
32036,4435.67
32037,4436.36
32038,4436.75
32039,4437.12
32040,4437.59
32041,4438.09
32042,4438.88
32043,4440.33
32044,4440.83
32045,4442.44
32046,4442.9
32047,4444.75
32048,4445.43
32049,4446.1
32050,4446.52
32051,4447.59
32052,4448.04
32053,4448.48
32054,4449.49
32055,4450.7
32056,4452.18
32057,4452.63
32058,4453.39
32059,4455.63
32060,4457.03
32061,4458.31
32062,4459.05
32063,4460.13
32064,4460.55
32065,4461.89
32066,4463.82
32067,4464.48
32068,4465.61
32069,4466.15
32070,4467.15
32071,4468.17
32072,4468.65
32073,4469.16
32074,4469.65
32075,4470.08
32076,4470.55
32077,4473.67
32078,4474.22
32079,4475.83
32080,4476.38
32081,4476.89
32082,4481.01
32083,4481.5
32084,4482.73
32085,4483.86
32086,4484.39
32087,4484.87
32088,4485.57
32089,4487.87
32090,4488.44
32091,4490.74
32092,4492.93
32093,4497.19
32094,4500.79
32095,4503.98
32096,4509.21
32097,4513.63
32098,4520.43
32099,4539.7
32100,4548.39
32101,4548.92
32102,4706.36
32103,4728.81
32104,4730.9
32105,4737.94
32106,4742.11
32107,4742.61
32108,4744.12
32109,4750.5
32110,4714.28
32111,4730.93
32112,4736.63
32113,4737.03
32114,4744.16
32115,4746.12
32116,4750.29
32117,4752.04
32118,4757.76
32119,4758.16
32120,4758.45
32121,4563.35
32122,4549.54
32123,4550.35
32124,4733.24
32125,4740.41
32126,4742.87
32127,4745.93
32128,4746.35
32129,4751.37
32130,4747.99
32131,4747.24
32132,4742.6
32133,4742.15
32134,4737.5
32135,4737.08
32136,4730.33
32137,4545.0
32138,4540.03
32139,4538.72
32140,4529.85
32141,4518.01
32142,4517.09
32143,4516.08
32144,4514.19
32145,4513.37
32146,4507.5
32147,4505.33
32148,4502.09
32149,4496.84
32150,4490.64
32151,4488.36
32152,4487.43
32153,4486.96
32154,4486.0
32155,4485.32
32156,4484.16
32157,4481.88
32158,4481.42
32159,4480.93
32160,4477.2
32161,4476.68
32162,4475.64
32163,4473.61
32164,4472.0
32165,4469.63
32166,4467.78
32167,4467.47
32168,4464.73
32169,4463.94
32170,4463.33
32171,4462.66
32172,4462.19
32173,4461.2
32174,4460.38
32175,4459.29
32176,4458.14
32177,4457.69
32178,4456.44
32179,4455.4
32180,4455.02
32181,4454.58
32182,4454.15
32183,4451.15
32184,4446.85
32185,4446.44
32186,4445.52
32187,4444.89
32188,4443.42
32189,4441.97
32190,4441.47
32191,4440.98
32192,4440.48
32193,4440.03
32194,4439.58
32195,4439.1
32196,4438.72
32197,4437.09
32198,4436.76
32199,4435.35
32200,4434.42
32201,4433.52
32202,4431.55
32203,4429.47
32204,4429.11
32205,4427.8
32206,4427.02
32207,4425.68
32208,4425.08
32209,4420.67
32210,4419.87
32211,4419.44
32212,4419.08
32213,4418.41
32214,4417.02
32215,4416.59
32216,4415.76
32217,4412.07
32218,4408.92
32219,4413.25
32220,4413.62
32221,4413.98
32222,4415.22
32223,4415.64
32224,4416.08
32225,4417.47
32226,4418.98
32227,4420.47
32228,4421.18
32229,4421.87
32230,4422.22
32231,4422.61
32232,4423.49
32233,4424.44
32234,4425.5
32235,4427.79
32236,4429.59
32237,4429.99
32238,4430.86
32239,4433.33
32240,4434.28
32241,4436.21
32242,4436.56
32243,4438.65
32244,4438.98
32245,4439.45
32246,4440.88
32247,4441.38
32248,4441.9
32249,4443.58
32250,4444.36
32251,4444.62
32252,4445.57
32253,4448.56
32254,4449.74
32255,4450.61
32256,4451.59
32257,4453.88
32258,4454.3
32259,4454.73
32260,4455.14
32261,4457.07
32262,4457.99
32263,4459.45
32264,4460.52
32265,4460.89
32266,4463.04
32267,4466.03
32268,4466.48
32269,4468.81
32270,4469.81
32271,4470.28
32272,4470.79
32273,4471.26
32274,4471.75
32275,4472.29
32276,4475.46
32277,4477.43
32278,4478.18
32279,4478.61
32280,4479.08
32281,4480.6
32282,4480.91
32283,4481.34
32284,4483.57
32285,4485.55
32286,4486.54
32287,4487.08
32288,4487.62
32289,4488.13
32290,4489.14
32291,4491.18
32292,4508.26
32293,4512.8
32294,4514.37
32295,4519.96
32296,4572.49
32297,4726.18
32298,4726.92
32299,4727.33
32300,4580.99
32301,4556.36
32302,4536.78
32303,4534.52
32304,4528.9
32305,4524.87
32306,4536.62
32307,4535.72
32308,4526.2
32309,4521.96
32310,4521.21
32311,4519.21
32312,4516.8
32313,4513.68
32314,4513.26
32315,4504.12
32316,4484.6
32317,4484.09
32318,4482.37
32319,4481.28
32320,4480.76
32321,4477.46
32322,4476.33
32323,4475.75
32324,4474.65
32325,4470.16
32326,4469.11
32327,4468.52
32328,4467.96
32329,4466.17
32330,4460.69
32331,4460.24
32332,4459.82
32333,4459.46
32334,4730.37
32335,4734.6
32336,4734.57
32337,4733.13
32338,4734.19
32339,4733.26
32340,4734.2
32341,4736.92
32342,4617.53
32343,4550.15
32344,4533.16
32345,4530.98
32346,4520.55
32347,4519.63
32348,4515.64
32349,4506.87
32350,4506.66
32351,4507.93
32352,4510.32
32353,4731.85
32354,4733.91
32355,4736.09
32356,4736.56
32357,4737.95
32358,4742.51
32359,4749.03
32360,4727.25
32361,4733.16
32362,4733.83
32363,4735.54
32364,4739.96
32365,4744.04
32366,4744.28
32367,4746.66
32368,4746.98
32369,4750.56
32370,4756.18
32371,4756.49
32372,4732.22
32373,4745.47
32374,4747.47
32375,4750.85
32376,4756.32
32377,4756.92
32378,4757.91
32379,4758.38
32380,4731.82
32381,4732.7
32382,4739.35
32383,4745.61
32384,4750.67
32385,4756.65
32386,4548.56
32387,4546.16
32388,4545.12
32389,4539.78
32390,4534.17
32391,4522.58
32392,4520.62
32393,4517.1
32394,4516.32
32395,4514.59
32396,4512.16
32397,4510.69
32398,4509.79
32399,4493.52
32400,4489.33
32401,4488.2
32402,4487.73
32403,4486.91
32404,4485.98
32405,4485.2
32406,4484.82
32407,4483.32
32408,4481.62
32409,4480.5
32410,4480.02
32411,4479.09
32412,4478.56
32413,4477.04
32414,4476.64
32415,4476.23
32416,4475.79
32417,4475.32
32418,4474.28
32419,4473.25
32420,4473.06
32421,4472.88
32422,4472.71
32423,4473.16
32424,4473.42
32425,4473.3
32426,4477.25
32427,4477.45
32428,4478.99
32429,4478.96
32430,4479.14
32431,4479.19
32432,4479.17
32433,4479.18
32434,4479.13
32435,4478.63
32436,4727.28
32437,4730.91
32438,4733.95
32439,4548.25
32440,4544.77
32441,4544.4
32442,4543.42
32443,4542.97
32444,4533.12
32445,4518.27
32446,4514.42
32447,4513.88
32448,4513.47
32449,4513.08
32450,4511.84
32451,4509.12
32452,4509.93
32453,4508.02
32454,4510.38
32455,4510.82
32456,4511.65
32457,4565.61
32458,4576.84
32459,4547.24
32460,4541.16
32461,4538.76
32462,4529.86
32463,4526.3
32464,4525.96
32465,4523.73
32466,4522.77
32467,4522.42
32468,4520.52
32469,4520.26
32470,4522.11
32471,4729.0
32472,4729.91
32473,4735.44
32474,4743.64
32475,4746.41
32476,4748.85
32477,4750.13
32478,4750.41
32479,4750.43
32480,4750.51
32481,4751.21
32482,4754.95
32483,4756.07
32484,4756.88
32485,4757.49
32486,4548.26
32487,4548.24
32488,4548.32
32489,4547.9
32490,4727.2
32491,4734.91
32492,4744.73
32493,4749.4
32494,4753.1
32495,4750.78
32496,4749.94
32497,4748.38
32498,4744.65
32499,4742.79
32500,4741.8
32501,4735.35
32502,4732.26
32503,4730.25
32504,4728.11
32505,4548.85
32506,4548.27
32507,4548.0
32508,4547.69
32509,4548.19
32510,4574.64
32511,4578.13
32512,4538.82
32513,4519.56
32514,4517.61
32515,4515.4
32516,4506.32
32517,4729.87
32518,4731.77
32519,4731.87
32520,4732.14
32521,4732.87
32522,4732.35
32523,4732.32
32524,4735.09
32525,4736.11
32526,4743.38
32527,4744.61
32528,4547.3
32529,4546.72
32530,4542.44
32531,4520.57
32532,4517.68
32533,4512.79
32534,4506.37
32535,4493.1
32536,4487.06
32537,4486.02
32538,4484.91
32539,4483.31
32540,4482.15
32541,4479.23
32542,4477.75
32543,4476.14
32544,4475.57
32545,4475.03
32546,4474.51
32547,4472.85
32548,4470.68
32549,4469.67
32550,4468.06
32551,4466.32
32552,4464.47
32553,4463.43
32554,4463.13
32555,4461.29
32556,4459.97
32557,4458.47
32558,4457.12
32559,4456.04
32560,4454.83
32561,4454.01
32562,4450.8
32563,4450.53
32564,4449.44
32565,4447.45
32566,4446.99
32567,4446.7
32568,4445.68
32569,4445.38
32570,4444.72
32571,4444.42
32572,4444.01
32573,4444.13
32574,4443.0
32575,4442.53
32576,4441.95
32577,4441.36
32578,4438.36
32579,4435.48
32580,4435.03
32581,4434.55
32582,4431.07
32583,4430.57
32584,4428.48
32585,4427.81
32586,4427.4
32587,4426.51
32588,4426.2
32589,4425.45
32590,4425.07
32591,4423.61
32592,4418.05
32593,4417.7
32594,4416.4
32595,4414.65
32596,4413.52
32597,4412.14
32598,4411.3
32599,4411.23
32600,4412.02
32601,4412.53
32602,4413.19
32603,4415.01
32604,4416.18
32605,4416.56
32606,4419.17
32607,4422.64
32608,4424.79
32609,4427.03
32610,4429.91
32611,4430.72
32612,4433.39
32613,4434.24
32614,4435.42
32615,4436.05
32616,4437.03
32617,4437.9
32618,4438.34
32619,4439.49
32620,4440.36
32621,4441.31
32622,4442.75
32623,4443.08
32624,4444.59
32625,4444.9
32626,4445.21
32627,4446.01
32628,4446.55
32629,4447.05
32630,4448.21
32631,4449.28
32632,4450.82
32633,4452.26
32634,4452.69
32635,4453.67
32636,4455.21
32637,4455.51
32638,4457.13
32639,4546.02
32640,4536.73
32641,4518.65
32642,4518.17
32643,4505.16
32644,4501.71
32645,4490.62
32646,4488.89
32647,4485.14
32648,4484.72
32649,4483.6
32650,4482.35
32651,4481.85
32652,4481.33
32653,4479.46
32654,4478.97
32655,4478.41
32656,4477.95
32657,4475.3
32658,4474.2
32659,4472.99
32660,4472.41
32661,4471.31
32662,4469.93
32663,4467.62
32664,4467.22
32665,4466.85
32666,4465.9
32667,4464.86
32668,4463.42
32669,4462.82
32670,4461.36
32671,4460.93
32672,4459.67
32673,4457.86
32674,4457.38
32675,4456.86
32676,4455.23
32677,4454.39
32678,4453.94
32679,4453.54
32680,4452.89
32681,4451.6
32682,4450.86
32683,4448.63
32684,4448.32
32685,4447.33
32686,4446.82
32687,4445.72
32688,4444.64
32689,4443.09
32690,4442.69
32691,4442.14
32692,4441.01
32693,4439.99
32694,4439.47
32695,4438.94
32696,4437.1
32697,4434.72
32698,4432.69
32699,4429.67
32700,4429.25
32701,4426.84
32702,4424.75
32703,4423.96
32704,4423.29
32705,4422.28
32706,4420.1
32707,4419.32
32708,4418.92
32709,4418.17
32710,4417.82
32711,4417.43
32712,4416.96
32713,4416.48
32714,4416.0
32715,4414.59
32716,4414.16
32717,4409.06
32718,4408.9
32719,4409.58
32720,4409.5
32721,4540.12
32722,4532.56
32723,4530.97
32724,4522.72
32725,4512.71
32726,4510.07
32727,4502.81
32728,4500.44
32729,4498.94
32730,4495.77
32731,4489.34
32732,4483.92
32733,4482.44
32734,4481.0
32735,4479.73
32736,4479.39
32737,4477.59
32738,4477.11
32739,4476.63
32740,4475.63
32741,4473.56
32742,4472.43
32743,4470.46
32744,4469.98
32745,4469.02
32746,4468.51
32747,4467.01
32748,4465.93
32749,4464.27
32750,4463.96
32751,4463.67
32752,4462.29
32753,4460.06
32754,4459.43
32755,4457.54
32756,4455.49
32757,4455.16
32758,4452.31
32759,4451.11
32760,4449.1
32761,4448.26
32762,4447.66
32763,4447.38
32764,4447.18
32765,4446.64
32766,4446.32
32767,4445.69
32768,4445.14
32769,4444.25
32770,4442.21
32771,4441.67
32772,4441.16
32773,4440.19
32774,4439.2
32775,4438.08
32776,4437.65
32777,4436.18
32778,4433.94
32779,4433.49
32780,4431.12
32781,4430.67
32782,4429.05
32783,4428.29
32784,4427.97
32785,4422.89
32786,4422.51
32787,4421.09
32788,4420.54
32789,4419.43
32790,4418.76
32791,4417.39
32792,4416.74
32793,4415.17
32794,4414.34
32795,4528.69
32796,4525.73
32797,4519.38
32798,4518.62
32799,4517.65
32800,4515.18
32801,4513.22
32802,4511.57
32803,4489.01
32804,4487.34
32805,4486.78
32806,4486.22
32807,4485.37
32808,4483.36
32809,4482.66
32810,4480.2
32811,4479.72
32812,4479.33
32813,4478.22
32814,4476.74
32815,4475.55
32816,4473.81
32817,4472.61
32818,4469.4
32819,4468.29
32820,4467.73
32821,4466.58
32822,4466.0
32823,4464.81
32824,4464.28
32825,4461.49
32826,4461.04
32827,4459.08
32828,4457.4
32829,4456.87
32830,4451.54
32831,4449.2
32832,4448.82
32833,4448.01
32834,4446.67
32835,4445.26
32836,4442.98
32837,4441.96
32838,4440.8
32839,4440.27
32840,4439.76
32841,4439.21
32842,4438.75
32843,4438.37
32844,4432.07
32845,4428.73
32846,4426.52
32847,4426.19
32848,4421.3
32849,4420.97
32850,4418.7
32851,4418.28
32852,4416.92
32853,4416.39
32854,4415.87
32855,4414.32
32856,4410.64
32857,4543.04
32858,4710.29
32859,4717.47
32860,4734.25
32861,4736.39
32862,4738.06
32863,4738.88
32864,4739.7
32865,4739.03
32866,4556.9
32867,4728.93
32868,4741.05
32869,4741.88
32870,4746.92
32871,4748.72
32872,4749.33
32873,4755.85
32874,4756.94
32875,4726.48
32876,4728.53
32877,4730.28
32878,4537.83
32879,4536.11
32880,4516.95
32881,4505.87
32882,4504.79
32883,4504.4
32884,4503.75
32885,4503.61
32886,4501.53
32887,4500.45
32888,4490.43
32889,4489.24
32890,4488.08
32891,4487.46
32892,4485.26
32893,4481.58
32894,4480.97
32895,4479.94
32896,4477.72
32897,4471.77
32898,4469.31
32899,4467.4
32900,4466.06
32901,4463.81
32902,4461.87
32903,4459.77
32904,4459.4
32905,4458.43
32906,4456.79
32907,4452.71
32908,4452.13
32909,4448.7
32910,4443.36
32911,4440.18
32912,4439.59
32913,4436.35
32914,4435.47
32915,4433.72
32916,4431.88
32917,4428.82
32918,4427.36
32919,4425.9
32920,4424.63
32921,4418.86
32922,4416.2
32923,4415.71
32924,4414.2
32925,4413.7
32926,4408.58
32927,4408.51
32928,4408.1
32929,4408.04
32930,4407.49
32931,4407.41
32932,4407.32
32933,4407.27
32934,4405.76
32935,4405.54
32936,4405.18
32937,4405.02
32938,4404.87
32939,4404.63
32940,4403.91
32941,4403.84
32942,4403.78
32943,4403.8
32944,4403.83
32945,4403.86
32946,4404.35
32947,4404.62
32948,4404.75
32949,4405.1
32950,4405.21
32951,4405.52
32952,4405.68
32953,4405.79
32954,4405.82
32955,4406.25
32956,4410.83
32957,4411.18
32958,4414.57
32959,4415.47
32960,4418.18
32961,4423.24
32962,4424.55
32963,4425.73
32964,4426.49
32965,4426.88
32966,4427.41
32967,4429.44
32968,4429.89
32969,4434.47
32970,4434.97
32971,4435.45
32972,4435.83
32973,4436.97
32974,4438.8
32975,4439.81
32976,4441.99
32977,4442.54
32978,4443.02
32979,4444.7
32980,4445.1
32981,4446.16
32982,4447.37
32983,4447.93
32984,4451.28
32985,4452.15
32986,4454.28
32987,4455.81
32988,4457.45
32989,4457.92
32990,4461.46
32991,4463.25
32992,4464.18
32993,4464.68
32994,4465.24
32995,4465.8
32996,4469.6
32997,4471.57
32998,4472.11
32999,4474.37
33000,4476.56
33001,4479.05
33002,4479.52
33003,4479.9
33004,4480.39
33005,4481.31
33006,4484.75
33007,4485.92
33008,4502.8
33009,4514.98
33010,4518.56
33011,4520.27
33012,4524.46
33013,4527.1
33014,4538.67
33015,4540.08
33016,4719.26
33017,4719.45
33018,4715.42
33019,4729.81
33020,4737.62
33021,4752.11
33022,4753.9
33023,4749.86
33024,4555.68
33025,4564.56
33026,4547.12
33027,4540.75
33028,4522.5
33029,4520.9
33030,4517.28
33031,4484.56
33032,4483.83
33033,4482.74
33034,4482.25
33035,4480.96
33036,4480.45
33037,4478.67
33038,4477.53
33039,4476.81
33040,4476.08
33041,4474.54
33042,4472.17
33043,4471.38
33044,4469.12
33045,4465.82
33046,4464.95
33047,4463.29
33048,4457.95
33049,4456.56
33050,4453.53
33051,4451.32
33052,4448.46
33053,4447.74
33054,4442.5
33055,4440.87
33056,4440.15
33057,4437.43
33058,4434.95
33059,4433.68
33060,4432.97
33061,4429.64
33062,4423.19
33063,4422.8
33064,4422.25
33065,4421.08
33066,4419.42
33067,4418.38
33068,4417.83
33069,4416.72
33070,4416.16
33071,4414.43
33072,4413.5
33073,4410.32
33074,4416.97
33075,4421.88
33076,4425.97
33077,4426.39
33078,4427.77
33079,4428.11
33080,4433.84
33081,4434.41
33082,4435.56
33083,4436.42
33084,4438.05
33085,4440.93
33086,4443.9
33087,4444.28
33088,4447.36
33089,4450.76
33090,4451.18
33091,4452.23
33092,4452.77
33093,4453.98
33094,4454.56
33095,4455.1
33096,4458.75
33097,4461.14
33098,4461.71
33099,4462.91
33100,4465.17
33101,4465.83
33102,4467.39
33103,4467.59
33104,4469.39
33105,4471.03
33106,4471.58
33107,4472.82
33108,4475.27
33109,4476.51
33110,4477.68
33111,4482.42
33112,4485.11
33113,4486.58
33114,4487.21
33115,4507.92
33116,4509.64
33117,4517.15
33118,4539.13
33119,4731.72
33120,4735.9
33121,4749.18
33122,4749.64
33123,4404.41
33124,4534.38
33125,4531.12
33126,4528.64
33127,4528.18
33128,4526.59
33129,4518.51
33130,4509.18
33131,4508.23
33132,4282.03
33133,4277.8
33134,4275.03
33135,4271.63
33136,4267.87
33137,4542.92
33138,4529.09
33139,4528.06
33140,4524.47
33141,4517.95
33142,4514.57
33143,4511.41
33144,4508.83
33145,4509.42
33146,4534.7
33147,4522.87
33148,4522.51
33149,4520.32
33150,4518.34
33151,4515.54
33152,4512.35
33153,4729.93
33154,4737.36
33155,4741.02
33156,4741.75
33157,4743.02
33158,4749.54
33159,4749.97
33160,4756.25
33161,4757.98
33162,4550.39
33163,4533.83
33164,4533.22
33165,4522.74
33166,4520.16
33167,4515.58
33168,4500.77
33169,4491.83
33170,4491.44
33171,4491.0
33172,4488.49
33173,4486.12
33174,4479.87
33175,4479.04
33176,4478.51
33177,4476.16
33178,4473.73
33179,4470.18
33180,4469.72
33181,4469.23
33182,4467.76
33183,4465.2
33184,4463.09
33185,4461.56
33186,4460.45
33187,4460.08
33188,4459.25
33189,4458.92
33190,4458.57
33191,4458.26
33192,4455.85
33193,4453.01
33194,4452.72
33195,4452.33
33196,4534.81
33197,4529.12
33198,4526.32
33199,4525.29
33200,4523.76
33201,4518.39
33202,4513.92
33203,4512.29
33204,4510.42
33205,4509.01
33206,4504.55
33207,4503.05
33208,4498.41
33209,4496.58
33210,4500.98
33211,4501.99
33212,4506.15
33213,4518.33
33214,4519.04
33215,4524.96
33216,4537.92
33217,4727.24
33218,4731.02
33219,4547.01
33220,4517.01
33221,4511.89
33222,4503.73
33223,4503.18
33224,4497.72
33225,4490.04
33226,4488.43
33227,4487.91
33228,4486.25
33229,4485.72
33230,4483.01
33231,4482.72
33232,4479.88
33233,4477.15
33234,4475.54
33235,4475.02
33236,4471.76
33237,4467.23
33238,4465.07
33239,4462.88
33240,4462.46
33241,4460.22
33242,4458.04
33243,4457.11
33244,4454.59
33245,4451.29
33246,4446.08
33247,4445.37
33248,4442.63
33249,4442.09
33250,4441.54
33251,4440.99
33252,4439.46
33253,4438.61
33254,4437.68
33255,4437.17
33256,4436.4
33257,4436.03
33258,4435.71
33259,4433.35
33260,4432.82
33261,4422.62
33262,4421.03
33263,4417.57
33264,4416.69
33265,4416.23
33266,4414.3
33267,4413.06
33268,4409.47
33269,4408.08
33270,4413.05
33271,4413.83
33272,4415.13
33273,4417.41
33274,4422.86
33275,4423.64
33276,4430.06
33277,4430.94
33278,4431.91
33279,4432.92
33280,4433.42
33281,4433.92
33282,4434.37
33283,4435.68
33284,4436.72
33285,4440.67
33286,4441.19
33287,4442.24
33288,4442.74
33289,4444.98
33290,4446.9
33291,4449.08
33292,4450.25
33293,4450.99
33294,4452.56
33295,4452.95
33296,4453.96
33297,4454.38
33298,4456.66
33299,4458.61
33300,4463.78
33301,4464.03
33302,4465.92
33303,4467.42
33304,4467.94
33305,4468.42
33306,4469.83
33307,4472.66
33308,4473.18
33309,4473.7
33310,4474.21
33311,4475.67
33312,4476.19
33313,4477.17
33314,4478.94
33315,4481.46
33316,4483.84
33317,4487.56
33318,4489.11
33319,4496.61
33320,4501.29
33321,4504.63
33322,4506.9
33323,4511.99
33324,4514.56
33325,4517.92
33326,4518.44
33327,4520.08
33328,4728.94
33329,4730.39
33330,4736.83
33331,4741.03
33332,4744.08
33333,4745.92
33334,4749.77
33335,4752.17
33336,4755.69
33337,4539.64
33338,4532.77
33339,4519.98
33340,4514.69
33341,4510.95
33342,4490.48
33343,4487.84
33344,4485.89
33345,4484.41
33346,4483.82
33347,4483.24
33348,4481.11
33349,4480.25
33350,4479.79
33351,4478.1
33352,4477.23
33353,4476.78
33354,4476.59
33355,4476.66
33356,4473.48
33357,4473.23
33358,4473.22
33359,4473.14
33360,4473.38
33361,4473.35
33362,4474.25
33363,4473.99
33364,4473.8
33365,4473.27
33366,4473.07
33367,4472.78
33368,4472.42
33369,4472.22
33370,4471.29
33371,4470.98
33372,4470.74
33373,4470.66
33374,4470.58
33375,4470.42
